CodClientes;Faturado;SetorAtendim;Emissao;Saida;Transacao;CodProdut;Valor_prod;Qtd;Ganho
2144;N;6;20190830;20190904;48950;22;56;44;2464
2965;N;6;20210428;20210503;80199;27;17.3;34;588.2
2555;N;6;20200310;20200315;58852;73;47.5;9;427.5
3113;N;6;20191016;20191021;51354;125;69.1;39;2694.9
230;N;6;20210525;20210530;81558;62;19.2;57;1094.4
230;N;6;20210706;20210711;83719;67;15.7;20;314
3623;N;6;20190802;20190807;47520;122;29;35;1015
2273;N;6;20190424;20190429;42344;97;43.2;46;1987.2
2273;N;6;20210912;20210917;87082;105;37.6;71;2669.6
3825;N;6;20191108;20191113;52442;127;54.1;61;3300.1
4369;N;6;20210308;20210313;77611;113;57.3;21;1203.3
4627;N;6;20200110;20200115;55767;120;61.1;39;2382.9
821;N;6;20191122;20191127;53237;87;60.3;30;1809
3130;N;6;20211009;20211014;88486;84;62.8;35;2198
2325;N;6;20210821;20210826;85999;108;50.5;33;1666.5
2275;N;6;20200111;20200116;55785;83;53.4;69;3684.6
278;N;6;20210616;20210621;82668;68;12.5;22;275
3620;N;6;20190213;20190218;38692;114;38;30;1140
3796;N;6;20200317;20200322;59153;96;65.9;20;1318
3123;N;6;20190416;20190421;41918;97;43.2;46;1987.2
3423;N;6;20200313;20200318;58948;72;53.3;15;799.5
3827;N;6;20190407;20190412;41463;127;54.1;56;3029.6
3114;N;6;20210203;20210208;75792;79;73.4;14;1027.6
3115;N;6;20191207;20191212;54038;114;38;78;2964
1470;N;6;20190823;20190828;48620;98;48.4;24;1161.6
1224;N;6;20190215;20190220;38752;72;53.3;29;1545.7
3444;N;6;20210505;20210510;80531;126;69.4;44;3053.6
281;N;6;20200320;20200325;59359;134;59;41;2419
4352;N;6;20190318;20190323;40415;71;46.2;39;1801.8
3415;N;6;20211018;20211023;88983;97;43.2;9;388.8
1926;N;6;20210203;20210208;75825;73;47.5;24;1140
720;N;6;20190325;20190330;40824;122;29;42;1218
1016;N;6;20190714;20190719;46550;130;50.6;20;1012
3632;N;6;20191004;20191009;50722;89;73.5;15;1102.5
4339;N;6;20190216;20190221;38818;72;53.3;36;1918.8
3428;N;6;20190616;20190621;45060;125;69.1;16;1105.6
3832;N;6;20200313;20200318;58983;102;61.6;39;2402.4
1469;N;6;20190404;20190409;41298;103;35.9;11;394.9
2326;N;6;20190420;20190425;42118;91;67.9;24;1629.6
3170;N;6;20211020;20211025;89055;60;32.7;18;588.6
2266;N;6;20200307;20200312;58656;94;32;56;1792
3106;N;6;20210417;20210422;79621;123;43.9;54;2370.6
1671;N;6;20191022;20191027;51694;64;20.6;56;1153.6
4625;N;6;20190706;20190711;46137;101;60.3;23;1386.9
4365;N;6;20210822;20210827;86046;74;72.8;12;873.6
2767;N;6;20190414;20190419;41816;117;73;20;1460
2767;N;6;20210716;20210721;84234;105;37.6;27;1015.2
2830;N;6;20191002;20191007;50650;124;33.4;67;2237.8
1694;N;6;20190613;20190618;44896;81;56.6;44;2490.4
4344;N;6;20190920;20190925;50016;100;63.3;45;2848.5
3435;N;6;20210816;20210821;85763;119;24.5;27;661.5
3629;N;6;20210919;20210924;87473;70;58.1;36;2091.6
2547;N;6;20191215;20191220;54442;122;29;47;1363
1731;N;6;20211011;20211016;88566;105;37.6;46;1729.6
1101;N;6;20210418;20210423;79663;85;41.1;28;1150.8
4371;N;6;20190310;20190315;40029;80;57.5;36;2070
2322;N;6;20190201;20190206;38022;64;20.6;57;1174.2
3597;N;6;20190706;20190711;46092;111;63.9;41;2619.9
2740;N;6;20190122;20190127;37541;87;60.3;18;1085.4
2098;N;6;20210720;20210725;84450;65;47.6;70;3332
605;N;6;20200116;20200121;56052;87;60.3;25;1507.5
1490;N;6;20190125;20190130;37719;122;29;31;899
1216;N;6;20190402;20190407;41204;95;42.9;35;1501.5
3829;N;6;20190601;20190606;44248;128;51.3;30;1539
3437;N;6;20190915;20190920;49762;130;50.6;66;3339.6
3616;N;6;20210414;20210419;79472;97;43.2;31;1339.2
3637;N;6;20200201;20200206;56837;71;46.2;28;1293.6
4321;N;6;20210922;20210927;87627;113;57.3;11;630.3
4114;N;6;20210625;20210630;83117;84;62.8;50;3140
2462;N;6;20200125;20200130;56550;72;53.3;22;1172.6
1087;N;6;20190301;20190306;39532;104;37.8;67;2532.6
1279;N;6;20210610;20210615;82304;98;48.4;17;822.8
2721;N;6;20200123;20200128;56451;69;38.9;67;2606.3
3572;N;6;20190303;20190308;39634;70;58.1;42;2440.2
3384;N;6;20211022;20211027;89118;96;65.9;10;659
2020;N;6;20210906;20210911;86785;93;69.8;31;2163.8
4603;N;6;20210214;20210219;76431;77;68.4;34;2325.6
4303;N;6;20210805;20210810;85189;108;50.5;32;1616
2265;N;6;20190922;20190927;50136;75;40.7;11;447.7
1039;N;6;20190817;20190822;48309;87;60.3;17;1025.1
2695;N;6;20191221;20191226;54804;87;60.3;16;964.8
2229;N;6;20191223;20191228;54917;90;44.5;49;2180.5
1645;N;6;20190510;20190515;43187;134;59;7;413
1062;N;6;20200210;20200215;57308;126;69.4;23;1596.2
2703;N;6;20211008;20211013;88465;97;43.2;26;1123.2
4100;N;6;20211019;20211024;89000;127;54.1;24;1298.4
2470;N;6;20210719;20210724;84385;96;65.9;13;856.7
2024;N;6;20191010;20191015;51108;126;69.4;48;3331.2
1064;N;6;20210404;20210409;78942;74;72.8;10;728
4088;N;6;20190821;20190826;48520;71;46.2;14;646.8
4608;N;6;20190115;20190120;37226;97;43.2;10;432
4608;N;6;20190318;20190323;40454;116;35.9;78;2800.2
4608;N;6;20191121;20191126;53166;74;72.8;4;291.2
4111;N;6;20200304;20200309;58495;115;34.6;67;2318.2
204;N;6;20190923;20190928;50163;104;37.8;54;2041.2
4309;N;6;20200216;20200221;57660;75;40.7;25;1017.5
3785;N;6;20210416;20210421;79574;131;30;52;1560
358;N;6;20190416;20190421;41935;116;35.9;49;1759.1
3046;N;6;20191109;20191114;52515;123;43.9;55;2414.5
1434;N;6;20191119;20191124;53084;103;35.9;33;1184.7
704;N;6;20191123;20191128;53269;111;63.9;17;1086.3
704;N;6;20210322;20210327;78341;72;53.3;28;1492.4
3072;N;6;20210812;20210817;85537;122;29;37;1073
4479;N;6;20190705;20190710;46047;93;69.8;18;1256.4
3562;N;6;20210320;20210325;78208;84;62.8;8;502.4
1884;N;6;20190113;20190118;37088;120;61.1;13;794.3
1884;N;6;20210417;20210422;79619;92;50.7;17;861.9
3588;N;6;20210608;20210613;82204;73;47.5;15;712.5
1855;N;6;20191112;20191117;52670;62;19.2;51;979.2
2657;N;6;20190225;20190302;39299;107;45.3;38;1721.4
2686;N;6;20200110;20200115;55737;68;12.5;46;575
3750;N;6;20191219;20191224;54652;58;15;19;285
3750;N;6;20200110;20200115;55772;99;28.6;63;1801.8
525;N;6;20200123;20200128;56445;64;20.6;43;885.8
3751;N;6;20200303;20200308;58450;102;61.6;22;1355.2
1845;N;6;20210905;20210910;86722;72;53.3;34;1812.2
1271;N;6;20190117;20190122;37294;96;65.9;9;593.1
1271;N;6;20200225;20200301;58122;92;50.7;29;1470.3
2224;N;6;20210705;20210710;83654;108;50.5;28;1414
4590;N;6;20190316;20190321;40354;92;50.7;76;3853.2
514;N;6;20191014;20191019;51268;102;61.6;24;1478.4
4470;N;6;20190621;20190626;45329;104;37.8;52;1965.6
4292;N;6;20190818;20190823;48361;105;37.6;60;2256
3731;N;6;20211024;20211029;89240;100;63.3;29;1835.7
1083;N;6;20210904;20210909;86683;105;37.6;46;1729.6
1853;N;6;20190411;20190416;41676;88;29;26;754
533;N;6;20210518;20210523;81187;67;15.7;68;1067.6
2441;N;6;20190203;20190208;38166;59;14.1;33;465.3
2452;N;6;20191204;20191209;53904;79;73.4;1;73.4
694;N;6;20210418;20210423;79662;107;45.3;25;1132.5
694;N;6;20210719;20210724;84398;59;14.1;41;578.1
1830;N;6;20190621;20190626;45283;78;52.3;12;627.6
1830;N;6;20211022;20211027;89132;58;15;18;270
2457;N;6;20190823;20190828;48617;95;42.9;67;2874.3
4460;N;6;20190212;20190217;38611;77;68.4;43;2941.2
1837;N;6;20191103;20191108;52232;75;40.7;40;1628
430;N;6;20200108;20200113;55661;76;59.7;16;955.2
1033;N;6;20210701;20210706;83451;100;63.3;23;1455.9
3326;N;6;20190407;20190412;41438;65;47.6;28;1332.8
4468;N;6;20190919;20190924;49952;91;67.9;29;1969.1
1622;N;6;20210515;20210520;81044;94;32;8;256
2666;N;6;20210511;20210516;80843;84;62.8;29;1821.2
2196;N;6;20190619;20190624;45169;94;32;49;1568
2995;N;6;20190419;20190424;42106;70;58.1;46;2672.6
3000;N;6;20191220;20191225;54723;99;28.6;65;1859
200;N;6;20190521;20190526;43758;75;40.7;28;1139.6
2432;N;6;20210218;20210223;76668;102;61.6;46;2833.6
3327;N;6;20190610;20190615;44715;99;28.6;71;2030.6
3026;N;6;20190622;20190627;45369;72;53.3;13;692.9
2663;N;6;20200307;20200312;58653;94;32;50;1600
4443;N;6;20190204;20190209;38199;54;20.5;61;1250.5
1564;N;6;20200223;20200228;57976;49;17.9;40;716
1564;N;6;20210515;20210520;81058;57;20.2;4;80.8
2420;N;6;20190918;20190923;49898;49;17.9;49;877.1
2969;N;6;20191213;20191218;54382;65;47.6;44;2094.4
2178;N;6;20211021;20211026;89085;65;47.6;15;714
1249;N;6;20190123;20190128;37611;57;20.2;47;949.4
2644;N;6;20191202;20191207;53786;65;47.6;18;856.8
329;N;6;20200323;20200328;59508;57;20.2;20;404
3258;N;6;20190704;20190709;45990;61;34;19;646
2633;N;6;20191211;20191216;54228;54;20.5;16;328
2414;N;6;20190613;20190618;44882;65;47.6;37;1761.2
2630;N;6;20210915;20210920;87264;64;20.6;51;1050.6
138;N;6;20210724;20210729;84623;63;17;55;935
2637;N;6;20190910;20190915;49477;59;14.1;27;380.7
2159;N;6;20190724;20190729;47111;52;16.6;40;664
2986;N;6;20191004;20191009;50715;53;43.1;52;2241.2
1399;N;6;20200310;20200315;58846;56;44.7;68;3039.6
1559;N;6;20190903;20190908;49138;59;14.1;54;761.4
4437;N;6;20210204;20210209;75878;63;17;21;357
989;N;6;20191125;20191130;53405;49;17.9;17;304.3
989;N;6;20210815;20210820;85705;64;20.6;17;350.2
1974;N;6;20200201;20200206;56847;57;20.2;33;666.6
4264;N;6;20210409;20210414;79227;57;20.2;28;565.6
242;N;6;20190821;20190826;48471;54;20.5;23;471.5
1109;N;6;20190319;20190324;40492;63;17;8;136
2409;N;6;20211006;20211011;88332;57;20.2;17;343.4
2617;N;6;20190412;20190417;41726;65;47.6;54;2570.4
1170;N;6;20211010;20211015;88551;53;43.1;8;344.8
3540;N;6;20210917;20210922;87380;54;20.5;76;1558
3319;N;6;20191015;20191020;51306;64;20.6;55;1133
4262;N;6;20210211;20210216;76269;58;15;58;870
2421;N;6;20190322;20190327;40705;57;20.2;71;1434.2
2614;N;6;20210722;20210727;84539;50;46.6;79;3681.4
2161;N;6;20210912;20210917;87059;50;46.6;42;1957.2
3273;N;6;20210515;20210520;81036;61;34;78;2652
488;N;6;20200316;20200321;59108;54;20.5;61;1250.5
1113;N;6;20210909;20210914;86936;50;46.6;78;3634.8
1576;N;6;20210305;20210310;77431;63;17;58;986
4450;N;6;20190905;20190910;49212;63;17;27;459
1248;N;6;20210813;20210818;85623;57;20.2;58;1171.6
1773;N;6;20210718;20210723;84334;55;18.9;37;699.3
1558;N;6;20190921;20190926;50067;62;19.2;58;1113.6
218;N;6;20210712;20210717;84028;58;15;37;555
3496;N;6;20190818;20190823;48335;46;47.7;9;429.3
976;N;6;20200401;20200406;59902;54;20.5;56;1148
4405;N;6;20211008;20211013;88456;55;18.9;46;869.4
3514;N;6;20190516;20190521;43487;53;43.1;42;1810.2
2593;N;6;20210413;20210418;79447;38;18.1;33;597.3
2395;N;6;20210317;20210322;78058;49;17.9;36;644.4
2369;N;6;20210622;20210627;82960;45;11.4;43;490.2
135;N;6;20191223;20191228;54915;49;17.9;30;537
3863;N;6;20200219;20200224;57794;45;11.4;43;490.2
4220;N;6;20190315;20190320;40296;41;37.4;57;2131.8
2608;N;6;20210202;20210207;75784;38;18.1;39;705.9
650;N;6;20210310;20210315;77703;48;12.4;30;372
2376;N;6;20210602;20210607;81932;53;43.1;13;560.3
2922;N;6;20210513;20210518;80926;51;39.9;78;3112.2
1361;N;6;20191002;20191007;50621;50;46.6;45;2097
4416;N;6;20190701;20190706;45828;38;18.1;33;597.3
658;N;6;20210218;20210223;76622;52;16.6;9;149.4
4557;N;6;20200224;20200229;58048;38;18.1;42;760.2
3522;N;6;20190511;20190516;43266;44;34.4;3;103.2
3488;N;6;20190415;20190420;41858;43;15.3;31;474.3
3874;N;6;20190715;20190720;46596;47;38;16;608
645;N;6;20190621;20190626;45306;50;46.6;51;2376.6
2386;N;6;20200225;20200301;58121;55;18.9;56;1058.4
2845;N;6;20210218;20210223;76629;50;46.6;78;3634.8
2845;N;6;20210920;20210925;87547;43;15.3;44;673.2
4649;N;6;20190124;20190129;37701;48;12.4;35;434
3512;N;6;20210923;20210928;87686;47;38;74;2812
1362;N;6;20200321;20200326;59381;46;47.7;8;381.6
1075;N;6;20191024;20191029;51784;54;20.5;74;1517
1526;N;6;20190615;20190620;44979;53;43.1;75;3232.5
1044;N;6;20200221;20200226;57888;45;11.4;53;604.2
3519;N;6;20200303;20200308;58440;49;17.9;46;823.4
2582;N;6;20191019;20191024;51529;46;47.7;20;954
2589;N;6;20191117;20191122;52928;45;11.4;47;535.8
2589;N;6;20210305;20210310;77448;52;16.6;9;149.4
2953;N;6;20190120;20190125;37468;51;39.9;44;1755.6
1740;N;6;20210611;20210616;82370;25;37.8;9;340.2
1345;N;6;20190621;20190626;45284;23;39.5;67;2646.5
4630;N;6;20190324;20190329;40788;34;45.2;61;2757.2
3824;N;6;20190208;20190213;38382;37;19.9;44;875.6
2354;N;6;20190120;20190125;37467;32;48.6;72;3499.2
3634;N;6;20210402;20210407;78831;35;25.9;12;310.8
3181;N;6;20191022;20191027;51647;28;39.5;22;869
2844;N;6;20190508;20190513;43083;28;39.5;71;2804.5
1669;N;6;20210717;20210722;84314;34;45.2;8;361.6
1737;N;6;20210901;20210906;86539;28;39.5;77;3041.5
1325;N;6;20190114;20190119;37169;23;39.5;14;553
2838;N;6;20210510;20210515;80784;36;18.9;53;1001.7
2300;N;6;20210711;20210716;83974;28;39.5;42;1659
1344;N;6;20190822;20190827;48579;24;7.8;60;468
2559;N;6;20190119;20190124;37411;24;7.8;25;195
1115;N;6;20210811;20210816;85502;22;56;67;3752
530;N;6;20191101;20191106;52113;12;39.1;37;1446.7
2382;N;6;20190819;20190824;48394;17;19.6;12;235.2
4305;N;6;20210501;20210506;80341;5;32.6;76;2477.6
292;N;6;20200208;20200213;57254;1;16.9;42;709.8
4486;N;6;20210821;20210826;86030;9;19.8;57;1128.6
3341;N;6;20210502;20210507;80381;23;39.5;8;316
4280;N;6;20190516;20190521;43480;18;45.4;1;45.4
905;N;6;20190222;20190227;39168;24;7.8;31;241.8
3202;N;6;20210817;20210822;85843;23;39.5;37;1461.5
2620;N;6;20190320;20190325;40551;5;32.6;77;2510.2
2146;N;6;20190815;20190820;48200;18;45.4;49;2224.6
2135;N;6;20190113;20190118;37100;22;56;74;4144
2135;N;6;20190505;20190510;42958;22;56;20;1120
3714;N;6;20190609;20190614;44642;9;19.8;62;1227.6
951;N;6;20211007;20211012;88399;6;36.3;33;1197.9
4185;N;6;20210212;20210217;76328;27;17.3;22;380.6
3196;N;6;20191002;20191007;50614;15;33.7;1;33.7
1575;N;6;20190607;20190612;44556;7;25;64;1600
4113;N;6;20210220;20210225;76749;11;32.1;76;2439.6
3388;N;6;20200210;20200214;57330;113;57.3;28;1604.4
2765;N;6;20210207;20210211;76017;103;35.9;41;1471.9
3113;N;6;20190212;20190216;38643;127;54.1;26;1406.6
1911;N;6;20210518;20210522;81173;130;50.6;68;3440.8
1098;N;6;20210625;20210629;83152;91;67.9;50;3395
4614;N;6;20191114;20191118;52783;118;57.1;69;3939.9
2287;N;6;20200308;20200312;58728;91;67.9;35;2376.5
3443;N;6;20191117;20191121;52955;121;45.6;34;1550.4
4167;N;6;20210913;20210917;87163;106;72.1;4;288.4
742;N;6;20190420;20190424;42165;126;69.4;18;1249.2
2744;N;6;20190604;20190608;44407;72;53.3;34;1812.2
2762;N;6;20191217;20191221;54585;61;34;60;2040
1676;N;6;20200209;20200213;57284;86;25.8;18;464.4
2299;N;6;20190814;20190818;48129;71;46.2;19;877.8
2071;N;6;20190110;20190114;36951;128;51.3;69;3539.7
206;N;6;20200118;20200122;56192;130;50.6;37;1872.2
1015;N;6;20190522;20190526;43812;102;61.6;25;1540
3151;N;6;20190320;20190324;40555;126;69.4;24;1665.6
1905;N;6;20210204;20210208;75864;123;43.9;41;1799.9
3605;N;6;20191123;20191127;53289;97;43.2;28;1209.6
3093;N;6;20190801;20190805;47478;108;50.5;44;2222
4352;N;6;20190505;20190509;42934;109;32.9;67;2204.3
3393;N;6;20210523;20210527;81448;75;40.7;10;407
886;N;6;20211020;20211024;89063;98;48.4;32;1548.8
2792;N;6;20210518;20210522;81194;107;45.3;33;1494.9
2824;N;6;20191223;20191227;54927;113;57.3;23;1317.9
4170;N;6;20190703;20190707;45929;119;24.5;19;465.5
3395;N;6;20211013;20211017;88675;90;44.5;14;623
1903;N;6;20190917;20190921;49835;100;63.3;23;1455.9
2266;N;6;20200218;20200222;57715;107;45.3;9;407.7
1889;N;6;20190721;20190725;46924;86;25.8;25;645
593;N;6;20190315;20190319;40309;128;51.3;56;2872.8
1907;N;6;20190507;20190511;43022;71;46.2;58;2679.6
1302;N;6;20190319;20190323;40493;74;72.8;5;364
2814;N;6;20200123;20200127;56431;65;47.6;43;2046.8
582;N;6;20191111;20191115;52615;97;43.2;39;1684.8
1225;N;6;20210304;20210308;77336;64;20.6;32;659.2
4366;N;6;20200223;20200227;58010;99;28.6;18;514.8
1667;N;6;20190715;20190719;46602;102;61.6;21;1293.6
2342;N;6;20191101;20191105;52128;128;51.3;18;923.4
1466;N;6;20190606;20190610;44514;89;73.5;11;808.5
3400;N;6;20200307;20200311;58680;116;35.9;6;215.4
715;N;6;20190722;20190726;46999;75;40.7;7;284.9
3801;N;6;20191105;20191109;52288;100;63.3;20;1266
3418;N;6;20210701;20210705;83435;96;65.9;9;593.1
2095;N;6;20190417;20190421;41971;115;34.6;71;2456.6
2310;N;6;20210601;20210605;81840;113;57.3;16;916.8
1220;N;6;20200213;20200217;57457;62;19.2;20;384
4341;N;6;20191220;20191224;54738;73;47.5;45;2137.5
2067;N;6;20190904;20190908;49170;123;43.9;76;3336.4
2056;N;6;20190422;20190426;42248;73;47.5;10;475
311;N;6;20200325;20200329;59565;67;15.7;19;298.3
2070;N;6;20190609;20190613;44690;132;23.9;8;191.2
2761;N;6;20190725;20190729;47157;127;54.1;16;865.6
2080;N;6;20210420;20210424;79790;83;53.4;26;1388.4
2828;N;6;20210702;20210706;83509;87;60.3;43;2592.9
2779;N;6;20190216;20190220;38814;111;63.9;8;511.2
1299;N;6;20190119;20190123;37431;63;17;42;714
1879;N;6;20190303;20190307;39628;124;33.4;66;2204.4
336;N;6;20210523;20210527;81460;93;69.8;30;2094
1281;N;6;20190615;20190619;44978;119;24.5;39;955.5
2250;N;6;20210706;20210710;83746;81;56.6;48;2716.8
460;N;6;20190908;20190912;49370;94;32;30;960
1443;N;6;20190613;20190617;44878;91;67.9;13;882.7
3053;N;6;20190524;20190528;43891;131;30;43;1290
3580;N;6;20190615;20190619;45005;123;43.9;39;1712.1
3073;N;6;20190514;20190518;43394;109;32.9;39;1283.1
3365;N;6;20190623;20190627;45404;122;29;68;1972
3593;N;6;20200215;20200219;57594;71;46.2;48;2217.6
4093;N;6;20191220;20191224;54712;80;57.5;48;2760
4095;N;6;20210516;20210520;81064;105;37.6;56;2105.6
3577;N;6;20190723;20190727;47038;97;43.2;44;1900.8
2695;N;6;20210902;20210906;86542;93;69.8;39;2722.2
3378;N;6;20210817;20210821;85829;129;56.7;23;1304.1
3764;N;6;20190709;20190713;46262;77;68.4;44;3009.6
2502;N;6;20210811;20210815;85486;103;35.9;44;1579.6
3579;N;6;20200202;20200206;56908;95;42.9;72;3088.8
304;N;6;20210517;20210521;81117;91;67.9;44;2987.6
4100;N;6;20191112;20191116;52668;114;38;43;1634
4100;N;6;20200119;20200123;56264;112;42.5;72;3060
2702;N;6;20210723;20210727;84621;127;54.1;79;4273.9
3576;N;6;20191219;20191223;54697;123;43.9;45;1975.5
1633;N;6;20190516;20190520;43486;94;32;72;2304
1450;N;6;20210906;20210910;86795;133;50.2;43;2158.6
2495;N;6;20210810;20210814;85439;73;47.5;34;1615
3380;N;6;20190202;20190206;38083;100;63.3;22;1392.6
4613;N;6;20190124;20190128;37703;94;32;59;1888
358;N;6;20210513;20210517;80959;73;47.5;43;2042.5
2497;N;6;20190702;20190706;45898;108;50.5;41;2070.5
1636;N;6;20191202;20191206;53794;72;53.3;14;746.2
306;N;6;20210224;20210228;76958;127;54.1;24;1298.4
4602;N;6;20210902;20210906;86581;72;53.3;32;1705.6
1432;N;6;20210304;20210308;77395;79;73.4;12;880.8
3048;N;6;20210611;20210615;82391;88;29;69;2001
4479;N;6;20211021;20211025;89094;91;67.9;17;1154.3
2034;N;6;20210621;20210625;82932;105;37.6;21;789.6
203;N;6;20210723;20210727;84593;91;67.9;47;3191.3
4488;N;6;20190913;20190917;49660;123;43.9;54;2370.6
164;N;6;20190720;20190724;46867;89;73.5;15;1102.5
4322;N;6;20211003;20211007;88201;116;35.9;26;933.4
1274;N;6;20190507;20190511;43026;73;47.5;37;1757.5
4469;N;6;20190521;20190525;43757;92;50.7;6;304.2
3332;N;6;20190121;20190125;37496;84;62.8;25;1570
1258;N;6;20190708;20190712;46224;68;12.5;42;525
1414;N;6;20210216;20210220;76510;81;56.6;26;1471.6
1427;N;6;20210219;20210223;76705;65;47.6;64;3046.4
3036;N;6;20190602;20190606;44309;101;60.3;35;2110.5
4593;N;6;20190221;20190225;39108;82;47.4;30;1422
3002;N;6;20190123;20190127;37641;101;60.3;46;2773.8
3738;N;6;20210919;20210923;87444;60;32.7;11;359.7
3329;N;6;20190411;20190415;41662;96;65.9;33;2174.7
2210;N;6;20190507;20190511;43020;63;17;45;765
2212;N;6;20200311;20200315;58872;97;43.2;8;345.6
3746;N;6;20190725;20190729;47124;75;40.7;50;2035
4470;N;6;20210221;20210225;76806;91;67.9;8;543.2
3339;N;6;20210620;20210624;82877;80;57.5;17;977.5
1080;N;6;20200220;20200224;57831;85;41.1;42;1726.2
3010;N;6;20190301;20190305;39544;88;29;67;1943
4283;N;6;20191005;20191009;50766;71;46.2;79;3649.8
3337;N;6;20210925;20210929;87795;57;20.2;66;1333.2
1268;N;6;20210920;20210924;87541;72;53.3;27;1439.1
1404;N;6;20190622;20190626;45343;92;50.7;76;3853.2
2443;N;6;20190308;20190312;39872;75;40.7;8;325.6
1830;N;6;20191023;20191027;51739;58;15;38;570
1596;N;6;20210807;20210811;85314;82;47.4;58;2749.2
1053;N;6;20190920;20190924;50042;62;19.2;57;1094.4
3736;N;6;20210211;20210215;76272;81;56.6;31;1754.6
2668;N;6;20191110;20191114;52587;75;40.7;27;1098.9
4595;N;6;20200322;20200326;59425;66;20;25;500
2215;N;6;20190913;20190917;49656;73;47.5;33;1567.5
3003;N;6;20190209;20190213;38414;97;43.2;13;561.6
1997;N;6;20210519;20210523;81261;63;17;80;1360
3349;N;6;20200305;20200309;58545;91;67.9;37;2512.3
4457;N;6;20210805;20210809;85219;78;52.3;73;3817.9
1276;N;6;20200301;20200305;58371;74;72.8;16;1164.8
3739;N;6;20190725;20190729;47161;61;34;38;1292
3739;N;6;20210501;20210505;80324;77;68.4;24;1641.6
1618;N;6;20210906;20210910;86802;86;25.8;18;464.4
4281;N;6;20190111;20190115;36987;57;20.2;51;1030.2
2680;N;6;20210205;20210209;75904;104;37.8;32;1209.6
2458;N;6;20190321;20190325;40601;98;48.4;48;2323.2
3327;N;6;20200114;20200118;55956;76;59.7;52;3104.4
1426;N;6;20190311;20190315;40077;97;43.2;12;518.4
3026;N;6;20210421;20210425;79811;102;61.6;7;431.2
2014;N;6;20200221;20200225;57895;102;61.6;38;2340.8
355;N;6;20210219;20210223;76684;92;50.7;6;304.2
3743;N;6;20190122;20190126;37582;107;45.3;34;1540.2
3028;N;6;20190418;20190422;42024;104;37.8;16;604.8
2411;N;6;20210419;20210423;79745;59;14.1;37;521.7
3704;N;6;20190720;20190724;46836;49;17.9;49;877.1
4247;N;6;20191009;20191013;50993;59;14.1;54;761.4
1970;N;6;20210410;20210414;79269;58;15;25;375
4455;N;6;20190116;20190120;37250;55;18.9;34;642.6
1805;N;6;20190410;20190414;41641;52;16.6;41;680.6
1808;N;6;20211013;20211017;88705;58;15;58;870
4578;N;6;20190722;20190726;46972;57;20.2;33;666.6
2177;N;6;20210916;20210920;87288;62;19.2;42;806.4
329;N;6;20190225;20190301;39292;57;20.2;59;1191.8
1254;N;6;20190422;20190426;42268;61;34;17;578
5;N;6;20190719;20190723;46784;63;17;39;663
1111;N;6;20210905;20210909;86704;50;46.6;3;139.8
3524;N;6;20191214;20191218;54388;61;34;25;850
2633;N;6;20190209;20190213;38467;62;19.2;22;422.4
3707;N;6;20190808;20190812;47839;59;14.1;53;747.3
1794;N;6;20211010;20211014;88533;51;39.9;14;558.6
3900;N;6;20200218;20200222;57727;61;34;46;1564
1971;N;6;20210916;20210920;87324;49;17.9;45;805.5
2624;N;6;20210318;20210322;78120;49;17.9;31;554.9
2186;N;6;20210225;20210301;77024;52;16.6;78;1294.8
1807;N;6;20190205;20190209;38218;49;17.9;18;322.2
1255;N;6;20190821;20190825;48476;52;16.6;40;664
4230;N;6;20191025;20191029;51803;63;17;42;714
1790;N;6;20210618;20210622;82766;49;17.9;21;375.9
2417;N;6;20210814;20210818;85639;58;15;27;405
2157;N;6;20210215;20210219;76502;56;44.7;58;2592.6
3273;N;6;20200113;20200117;55905;51;39.9;19;758.1
125;N;6;20200213;20200217;57466;51;39.9;74;2952.6
370;N;6;20190701;20190705;45868;65;47.6;46;2189.6
784;N;6;20190616;20190620;45062;65;47.6;46;2189.6
2979;N;6;20210614;20210618;82556;53;43.1;38;1637.8
3323;N;6;20210323;20210327;78384;52;16.6;49;813.4
2955;N;6;20211003;20211007;88157;42;9.3;32;297.6
2372;N;6;20210809;20210813;85391;54;20.5;22;451
2372;N;6;20210913;20210917;87141;50;46.6;71;3308.6
4420;N;6;20210425;20210429;80017;38;18.1;59;1067.9
1377;N;6;20190617;20190621;45083;42;9.3;27;251.1
1243;N;6;20210221;20210225;76822;50;46.6;51;2376.6
3871;N;6;20200123;20200127;56424;55;18.9;47;888.3
1070;N;6;20210823;20210827;86119;38;18.1;36;651.6
4551;N;6;20190804;20190808;47619;43;15.3;62;948.6
3489;N;6;20211009;20211013;88484;44;34.4;51;1754.4
2396;N;6;20191001;20191005;50606;42;9.3;39;362.7
2396;N;6;20210419;20210423;79733;47;38;20;760
4427;N;6;20210715;20210719;84181;38;18.1;48;868.8
3882;N;6;20190516;20190520;43503;47;38;60;2280
2858;N;6;20191125;20191129;53390;48;12.4;58;719.2
1550;N;6;20200320;20200324;59314;43;15.3;38;581.4
4417;N;6;20191111;20191115;52643;39;40.5;6;243
3509;N;6;20191115;20191119;52855;47;38;11;418
3517;N;6;20190422;20190426;42225;44;34.4;4;137.6
2143;N;6;20210710;20210714;83918;45;11.4;49;558.6
4404;N;6;20190905;20190909;49229;52;16.6;74;1228.4
3674;N;6;20200204;20200208;57023;43;15.3;16;244.8
3220;N;6;20200314;20200318;59018;45;11.4;52;592.8
