index;index;cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;Situacao_Cadastral;data_inicio_atividade;uf;municipio;opcao_pelo_simples;opcao_mei;CodClientes;faturam_cancel;faturam_concluid;ST1;ST2;ST3;ST4;ST5;ST6;ST7;Qtd;valor_comprado;Interv_Transacao;duracao_transacao;Interv_Transacao_std;ultima_compra_ano;ultima_compra_mes;ultima_compra_dia;evasao;tempo_existencia
2093;708156;15913028;1;97;1;2;2012-06-28;DF;9701;1;0;3594;2;17;6;1;1;3;4;4;0;26.0;1306.0736842105264;48;2.0;44.644584093581706;2021;5;28;1;9
2094;708251;16369630;1;78;1;8;2012-06-26;DF;9701;0;0;1424;1;10;2;2;1;0;1;4;1;28.818181818181817;1164.490909090909;98;1.6363636363636365;57.566049021971274;2021;10;10;0;9
2095;708926;16782737;1;43;1;2;2012-08-24;DF;9701;0;0;2897;1;13;3;0;4;0;1;4;2;35.5;667.2428571428571;73;2.142857142857143;64.67808313385471;2021;9;17;0;9
2096;710054;17533814;1;94;1;2;2013-02-05;DF;9701;0;0;3344;2;21;3;7;2;0;5;5;1;31.652173913043477;1127.9739130434784;41;2.0;67.92235479569106;2021;8;9;1;8
2097;710278;17671662;1;96;1;2;2013-02-26;DF;9701;1;0;1828;2;15;1;3;5;0;2;4;2;34.35294117647059;1218.929411764706;60;1.7647058823529411;49.96358048619014;2021;10;9;0;8
2098;711320;38030169;5;90;0;8;2008-12-01;DF;9701;0;0;2692;1;17;4;3;2;0;3;4;2;26.38888888888889;1254.072222222222;38;1.5;41.73180145398897;2020;12;8;1;13
2099;711432;11744219;1;11;1;2;2010-03-29;DF;9701;1;1;1088;1;11;3;3;2;1;0;3;0;19.75;954.75;80;1.5;73.57416003457593;2021;6;27;1;11
2100;711443;73152340;4;54;0;8;2010-04-20;DF;9701;0;0;3729;1;15;2;2;3;0;3;5;1;41.25;1141.41875;62;2.25;59.54098495061102;2021;9;15;0;11
2101;711627;13984699;1;13;1;2;2011-07-19;DF;9701;1;0;3277;3;20;1;8;3;0;5;5;1;40.26086956521739;1170.9913043478261;41;1.5217391304347827;45.736037475572175;2021;9;21;0;10
2102;712479;18614322;1;96;1;8;2013-08-05;DF;9701;0;0;2120;0;19;4;1;3;1;3;6;1;37.8421052631579;1216.2263157894736;51;1.263157894736842;49.22037242573846;2021;8;27;1;8
2103;713662;19351257;1;16;1;2;2013-12-03;DF;9701;1;0;2335;2;16;2;3;1;3;4;4;1;48.166666666666664;1911.372222222222;59;1.9444444444444444;56.013900894560145;2021;10;16;0;8
2104;714156;5623976;3;4;0;2;2014-01-29;DF;9701;1;0;1146;0;20;4;5;2;0;3;4;2;34.25;966.9950000000001;52;1.65;36.12742913264203;2021;10;7;0;7
2105;714361;19001735;6;72;0;8;2014-02-11;DF;9701;0;0;234;1;19;3;3;5;0;2;4;3;39.1;1057.795;50;2.05;50.44467087755255;2021;9;30;0;7
2106;714573;27197888;144;53;0;2;2014-03-17;DF;9701;0;0;2530;0;17;3;1;5;0;4;2;2;29.470588235294116;1467.2941176470588;58;1.7647058823529411;41.68033109273485;2021;9;9;0;7
2107;715040;18415147;1;8;1;2;2013-06-28;DF;9701;0;0;236;2;15;1;6;3;1;1;3;2;26.764705882352942;670.1705882352941;49;2.0588235294117645;39.0043567278067;2021;8;14;1;8
2108;715084;20212325;1;45;1;2;2014-05-07;DF;9701;0;0;1070;2;13;0;4;1;1;4;5;0;31.133333333333333;817.2333333333333;65;2.466666666666667;43.44577901575381;2021;9;12;0;7
2109;715524;20776300;1;74;1;4;2014-08-01;DF;9701;0;0;2137;1;21;4;4;3;0;7;1;3;33.5;981.0590909090909;40;2.3636363636363638;27.31109099999444;2021;10;7;0;7
2110;715889;21060452;1;39;1;2;2014-09-16;DF;9701;0;0;3535;0;14;3;2;2;0;3;1;3;38.285714285714285;1139.4785714285715;72;1.4285714285714286;59.06790796599529;2021;9;2;0;7
2111;716153;21239379;1;67;1;2;2014-10-15;DF;9701;1;0;288;3;25;6;6;6;0;3;3;4;38.25;1057.9285714285713;35;1.8928571428571428;37.79676356616817;2021;9;15;1;7
2112;716552;21494675;1;4;1;8;2014-11-26;DF;9701;0;0;605;2;24;3;9;2;0;2;5;5;31.115384615384617;1324.3076923076924;37;2.0;33.821744484872454;2021;10;3;0;7
2113;716584;8616988;6;34;0;2;2014-11-28;DF;9701;0;0;1909;3;16;3;5;3;0;3;3;2;35.21052631578947;1551.4526315789474;49;1.894736842105263;43.4785671620988;2021;7;6;1;7
2114;716847;21708325;1;1;1;2;2015-01-19;DF;9701;1;0;1595;0;20;5;6;1;1;3;4;0;32.4;1217.925;52;2.35;41.968923999996136;2021;10;18;0;6
2115;717060;21859232;1;70;1;2;2015-02-10;DF;9701;0;0;2060;2;17;3;4;2;2;1;5;2;30.36842105263158;1317.4947368421053;48;1.4210526315789473;30.61090945688771;2021;7;17;1;6
2116;717109;8796076;5;0;0;2;2015-02-13;DF;9701;0;0;3704;1;17;2;4;3;4;1;3;1;35.27777777777778;1014.0888888888888;44;1.7222222222222223;35.18197871492702;2021;4;17;1;6
2117;717411;22071114;1;65;1;2;2015-03-17;DF;9701;0;0;2033;1;15;3;2;3;1;0;4;3;23.5;1207.575;63;1.4375;55.91119943465908;2021;9;21;0;6
2118;718065;22415417;1;58;1;2;2015-05-07;DF;9701;1;0;3179;1;15;3;3;0;0;2;4;4;38.0;983.06875;64;2.125;70.0331350147914;2021;9;28;0;6
2119;718134;22456642;1;32;1;4;2015-05-14;DF;9701;0;0;1510;2;16;1;1;7;0;2;7;0;27.38888888888889;827.0722222222223;58;1.5555555555555556;48.08462839504194;2021;10;5;0;6
2120;718161;19340452;2;21;0;8;2015-05-14;DF;9701;0;0;379;2;9;0;4;0;0;0;4;3;34.54545454545455;1487.1636363636362;82;1.8181818181818181;72.87413807380503;2021;5;17;1;6
2121;718324;22572019;1;45;1;2;2015-05-22;DF;9701;0;0;3630;2;6;1;2;1;0;2;2;0;33.25;1625.7;124;3.125;95.75478887155845;2021;9;22;0;6
2122;719052;27197888;180;17;0;2;2015-07-31;DF;9701;0;0;2536;0;15;1;4;1;1;4;1;3;33.733333333333334;1447.9;66;2.7333333333333334;44.54669643492439;2021;10;16;0;6
2123;719343;23171400;1;65;1;4;2015-08-26;DF;9701;0;0;3686;2;19;5;4;5;0;2;5;0;39.666666666666664;1255.557142857143;47;2.0;54.22017613398172;2021;9;20;0;6
2124;719413;23213528;1;44;1;2;2015-09-03;DF;9701;1;1;1164;3;13;4;3;2;0;1;4;2;26.0625;791.56875;62;1.9375;63.055390112362495;2021;8;26;0;6
2125;719729;23400452;1;66;1;2;2015-10-01;DF;9701;0;0;1007;0;21;2;4;4;0;2;7;2;34.666666666666664;1659.4142857142856;48;1.8571428571428572;52.16730297801489;2021;10;16;0;6
2126;719741;23406188;1;78;1;2;2015-10-01;DF;9701;1;0;2088;2;15;5;0;2;1;4;3;2;32.76470588235294;1281.8411764705882;61;1.5294117647058822;86.45209565852062;2021;9;26;0;6
2127;719748;23410287;1;23;1;2;2015-09-28;DF;9701;1;0;2635;2;18;2;3;5;1;4;4;1;38.55;1093.73;44;1.9;36.0176164961112;2021;6;12;1;6
2128;719969;14962983;3;13;0;2;2015-10-26;DF;9701;0;0;2262;1;8;2;0;1;1;1;4;0;26.333333333333332;1324.5111111111112;113;1.0;120.85502678829705;2021;8;15;0;6
2129;720339;23792176;1;29;1;2;2015-12-03;DF;9701;0;0;1064;2;20;3;1;6;1;3;8;0;29.863636363636363;1326.918181818182;44;2.5;42.696577525913064;2021;8;7;1;6
2130;720471;23871369;1;75;1;2;2015-12-21;DF;9701;0;0;1254;2;15;3;4;0;1;3;6;0;34.76470588235294;883.4470588235295;59;2.176470588235294;48.79641220161581;2021;9;9;0;6
2131;720572;372383;9;86;0;2;2015-12-22;DF;9701;0;0;4213;1;14;1;2;3;2;3;2;2;37.2;1030.96;66;1.2;53.029448884366055;2021;8;24;0;6
2132;720700;4112316;4;79;0;2;2016-01-18;DF;9701;1;0;1588;1;20;7;2;3;0;3;5;1;36.23809523809524;1505.7619047619048;48;1.2380952380952381;54.28653147881157;2021;9;15;0;5
2133;720870;11832478;5;28;0;2;2016-02-02;DF;9701;0;0;3485;1;19;5;2;3;0;3;7;0;41.1;1119.4450000000002;48;1.9;59.05971437025279;2021;10;20;0;5
2134;721256;24356360;1;99;1;2;2016-03-10;DF;9701;0;0;1289;1;17;2;3;5;0;5;2;1;39.72222222222222;1944.0722222222223;54;1.2777777777777777;58.70877041110119;2021;8;2;1;5
2135;721491;24487877;1;17;1;2;2016-03-30;DF;9701;0;0;1113;2;15;3;2;5;0;4;3;0;36.05882352941177;834.7823529411764;56;1.3529411764705883;65.76366302906187;2021;9;9;0;5
2136;721599;6057223;320;22;0;2;2016-04-07;DF;9701;0;0;3425;2;12;2;2;4;1;2;1;2;31.571428571428573;1342.9142857142856;63;2.0;80.94296333597794;2021;9;13;0;5
2137;721737;24648970;1;66;1;2;2016-04-25;DF;9701;1;0;3155;1;13;6;1;2;0;3;2;0;22.642857142857142;1031.3142857142857;70;1.6428571428571428;54.740485109826814;2021;9;19;0;5
2138;721833;24714184;1;10;1;2;2016-05-03;DF;9701;1;0;1009;1;20;6;3;1;1;1;5;4;38.904761904761905;1327.7047619047619;45;1.7142857142857142;46.017252199582714;2021;7;25;1;5
2139;722102;24857947;1;81;1;2;2016-05-23;DF;9701;0;0;1407;1;15;4;4;2;0;3;3;0;45.25;1462.93125;66;1.8125;72.97750033781341;2021;10;18;0;5
2140;722157;24894416;1;69;1;2;2016-05-30;DF;9701;0;0;1012;0;12;2;2;1;0;1;3;3;28.75;1257.5583333333334;68;1.1666666666666667;80.58771721105678;2021;4;1;1;5
2141;722195;24921253;1;66;1;2;2016-06-02;DF;9701;1;0;1651;1;9;3;0;3;0;2;2;0;35.8;1853.86;102;2.3;71.61177915385322;2021;8;26;0;5
2142;722285;24971040;1;49;1;2;2016-06-09;DF;9701;1;0;1328;0;23;9;4;4;2;1;2;1;28.82608695652174;1421.678260869565;43;1.826086956521739;43.72434312620582;2021;10;5;0;5
2143;722335;372383;17;96;0;2;2006-12-21;DF;9701;0;0;4211;2;13;5;1;2;1;2;2;2;39.666666666666664;1121.9066666666665;66;1.4;43.07877217661731;2021;10;16;0;15
2144;722381;25026028;1;29;1;8;2016-06-17;DF;9701;0;0;1979;0;15;5;2;2;0;3;3;0;29.333333333333332;770.5533333333333;53;1.9333333333333333;43.93803614646611;2021;7;15;1;5
2145;722421;25053019;1;27;1;8;2016-06-22;DF;9701;0;0;1971;4;20;4;6;2;1;3;7;1;44.125;1217.2333333333333;42;2.0;46.908671271457756;2021;10;8;0;5
2146;722428;25056521;1;91;1;2;2016-06-22;DF;9701;1;0;3083;0;13;3;3;3;0;1;3;0;33.30769230769231;1522.5538461538463;66;1.1538461538461537;63.23808627366545;2021;4;28;1;5
2147;722436;25059753;1;1;1;2;2016-06-22;DF;9701;1;0;1161;2;20;4;2;6;1;4;3;2;36.95454545454545;924.1;44;1.5;45.46828652330192;2021;10;10;0;5
2148;722491;25092157;1;15;1;2;2016-06-28;DF;9701;0;0;1196;2;20;3;4;2;1;7;4;1;36.27272727272727;1586.4045454545455;44;1.6363636363636365;45.65144490340594;2021;9;14;0;5
2149;722506;25104942;1;40;1;2;2016-06-29;DF;9701;0;0;3404;0;10;4;2;2;0;2;0;0;27.3;1250.72;84;1.3;78.01709214439273;2021;9;22;0;5
2150;722758;25259604;1;88;1;2;2016-07-21;DF;9701;1;0;3879;1;13;4;2;2;0;2;3;1;40.42857142857143;1675.1357142857144;62;1.4285714285714286;102.03422096787288;2021;6;30;1;5
2151;722898;25353414;1;25;1;2;2016-08-02;DF;9701;1;0;1743;2;17;2;3;3;3;3;3;2;30.210526315789473;759.978947368421;55;2.0;53.41258579199901;2021;10;8;0;5
2152;723032;22033022;1;90;1;2;2015-01-20;DF;9701;1;0;3654;0;19;4;4;0;2;5;4;0;32.63157894736842;1546.2052631578947;55;2.0526315789473686;49.31643854853178;2021;10;15;0;6
2153;723180;19321551;1;85;1;2;2013-10-29;DF;9701;1;0;3658;3;15;4;6;2;1;2;3;0;31.055555555555557;977.0388888888889;56;1.2777777777777777;49.4131652462578;2021;10;21;0;8
2154;723181;23212344;1;60;1;2;2015-09-03;DF;9701;1;0;3632;1;19;4;3;3;0;2;4;4;34.6;1904.355;49;1.5;45.521599999143206;2021;8;16;1;6
2155;723215;19194805;1;41;1;2;2013-11-04;DF;9701;1;0;792;4;16;1;4;5;3;2;4;1;33.5;1336.49;50;2.2;43.06163848649136;2021;9;3;1;8
2156;723315;24341559;1;43;1;2;2016-03-09;DF;9701;0;0;1880;0;13;1;4;1;1;2;3;1;34.0;1757.9153846153847;64;1.6923076923076923;49.31249559921118;2021;6;15;1;5
2157;723436;18938707;1;9;1;8;2013-08-27;DF;9701;0;0;761;4;15;5;1;4;0;1;6;2;36.0;914.2473684210527;40;2.0526315789473686;34.59126415087422;2021;1;22;1;8
2158;723788;21661435;1;57;1;2;2015-01-09;DF;9701;1;0;530;4;19;7;1;4;3;4;3;1;31.782608695652176;1000.6739130434783;42;1.826086956521739;40.106881996374064;2021;8;14;1;6
2159;723799;22859711;1;59;1;2;2015-07-02;DF;9701;0;0;198;0;15;6;3;2;0;1;3;0;35.266666666666666;727.4666666666667;71;2.0;61.98781973838383;2021;10;17;0;6
2160;723972;21333974;1;67;1;2;2014-10-30;DF;9701;0;0;3540;3;18;7;3;3;0;3;4;1;42.285714285714285;1124.4285714285713;48;1.8095238095238095;48.42878792619117;2021;9;24;0;7
2161;724347;372383;18;77;0;2;2016-07-05;DF;9701;0;0;4207;1;14;3;2;5;0;2;3;0;36.13333333333333;1322.9266666666667;70;1.4666666666666666;73.78236059312468;2021;9;30;0;5
2162;724358;24701671;1;48;1;2;2016-05-02;DF;9701;1;0;1686;0;17;1;4;4;1;4;0;3;41.23529411764706;1806.429411764706;59;1.3529411764705883;45.6925869261087;2021;10;7;0;5
2163;724364;11786401;1;35;1;2;2010-03-22;DF;9701;1;0;4292;2;15;2;2;5;1;2;5;0;36.8235294117647;1336.6235294117646;62;2.0;57.77025483542547;2021;10;21;0;11
2164;724384;8616988;8;4;0;2;2016-06-20;DF;9701;0;0;1911;3;6;1;1;3;0;2;2;0;29.333333333333332;1441.3777777777777;119;1.8888888888888888;76.47456685068572;2021;10;13;0;5
2165;724564;23756014;1;35;1;2;2015-11-25;DF;9701;1;0;1011;3;13;4;5;2;0;2;3;0;34.5625;1098.35;61;1.75;57.03550551094369;2021;10;23;0;6
2166;725061;5202077;4;0;0;8;2013-08-23;DF;9701;0;0;2125;2;18;4;2;6;0;3;4;1;36.7;1082.65;53;1.85;56.486117236390164;2021;10;24;0;8
2167;725238;24689718;1;3;1;2;2016-04-29;DF;9701;1;0;2319;1;9;2;2;3;0;0;2;1;33.5;1281.1;92;2.0;66.52818951391959;2021;5;13;1;5
2168;725731;8787419;1;47;1;2;2007-04-23;DF;9701;0;0;3096;0;12;1;2;3;0;5;1;0;27.75;1191.425;78;1.5;81.93688359073698;2021;9;30;0;14
2169;725870;22790985;1;39;1;2;2015-06-29;DF;9701;0;0;211;1;17;3;5;4;0;2;3;1;34.22222222222222;1367.6666666666667;51;1.7777777777777777;36.20730393348127;2021;8;7;1;6
2170;725972;26033368;1;40;1;2;2016-08-25;DF;9701;0;0;1677;2;9;4;3;0;0;0;4;0;30.545454545454547;1110.590909090909;86;2.5454545454545454;86.34981181218636;2021;7;4;1;5
2171;726355;26271743;1;90;1;2;2016-09-30;DF;9701;0;0;2989;1;15;3;3;3;0;3;3;1;38.5625;1599.25;56;2.375;73.54351697389029;2021;8;21;1;5
2172;726500;26374698;1;7;1;8;2016-10-18;DF;9701;0;0;1137;1;17;7;0;3;0;2;3;3;31.38888888888889;1414.5500000000002;56;1.2222222222222223;42.18791378113111;2021;9;15;0;5
2173;726524;26392235;1;60;1;2;2016-10-20;DF;9701;0;0;4148;2;15;3;3;2;0;2;5;2;28.88235294117647;1313.5411764705882;63;2.2941176470588234;56.98670349300791;2021;10;20;0;5
2174;726637;26479167;1;70;1;8;2016-10-31;DF;9701;0;0;3629;1;13;1;3;2;0;3;4;1;37.857142857142854;1705.8214285714287;50;2.0;75.81806313949764;2021;9;19;0;5
2175;726671;26500927;1;84;1;2;2016-11-08;DF;9701;1;1;1148;3;23;6;3;6;0;3;7;1;33.19230769230769;1672.7384615384615;38;1.9615384615384615;28.171077366689406;2021;10;15;0;5
2176;726717;6057223;341;57;0;2;2016-11-09;DF;9701;0;0;2756;2;11;3;1;2;0;1;4;2;38.23076923076923;1862.076923076923;78;2.230769230769231;90.76844012222652;2021;9;11;0;5
2177;726775;26577248;1;3;1;8;2016-11-18;DF;9701;0;0;2556;1;23;5;3;6;1;4;4;1;30.791666666666668;1336.9416666666666;41;1.5;39.386169163312374;2021;8;21;1;5
2178;726869;26646764;1;42;1;8;2016-12-01;DF;9701;0;0;3548;0;14;4;2;3;3;1;1;0;38.357142857142854;1732.9285714285713;73;1.5;73.25234006804006;2021;8;21;0;5
2179;726968;26714207;1;11;1;2;2016-12-14;DF;9701;1;1;1552;1;16;5;4;2;0;3;3;0;36.05882352941177;1027.9529411764706;54;1.588235294117647;35.31443578764922;2021;9;24;0;5
2180;727381;26989043;1;35;1;2;2017-01-31;DF;9701;1;0;2613;2;13;2;1;6;2;3;1;0;41.86666666666667;1166.1933333333334;69;2.2;75.52972789516964;2021;9;14;0;4
2181;727431;27023179;1;59;1;2;2017-02-03;DF;9701;1;0;1287;1;17;2;2;6;0;4;3;1;25.88888888888889;1208.3000000000002;55;1.8333333333333333;57.08659118158628;2021;9;7;0;4
2182;727483;27060663;1;58;1;2;2017-02-08;DF;9701;1;0;4086;1;9;4;1;1;0;1;1;2;28.6;1448.5800000000002;96;2.0;74.40098233786638;2021;10;4;0;4
2183;727723;27218681;1;15;1;2;2017-03-03;DF;9701;1;0;1575;3;13;1;1;4;1;3;5;1;36.4375;860.4937500000001;66;2.4375;44.21040601487392;2021;10;14;0;4
2184;727772;27250310;1;10;1;8;2017-03-08;DF;9701;0;0;1436;1;14;2;2;7;0;2;1;1;29.8;1199.2133333333334;60;1.6666666666666667;42.81217879367067;2021;6;16;1;4
2185;727929;27353062;1;33;1;8;2017-03-21;DF;9701;0;0;1889;3;11;3;1;1;0;4;4;1;28.785714285714285;1203.8714285714286;72;2.0714285714285716;71.32864184834163;2021;10;1;0;4
2186;727951;27374096;1;4;1;2;2017-03-23;DF;9701;0;0;3332;2;15;2;5;1;0;0;7;2;35.705882352941174;1472.929411764706;60;2.588235294117647;54.698570308098546;2021;9;22;0;4
2187;728198;27523189;1;53;1;2;2017-04-12;DF;9701;1;0;3622;0;20;5;5;4;2;2;1;1;34.65;981.665;51;1.85;51.26510317286117;2021;10;5;0;4
2188;728244;27547889;1;88;1;2;2017-04-18;DF;9701;1;0;3160;1;17;3;3;7;0;3;2;0;30.166666666666668;907.7388888888888;51;1.8888888888888888;53.28937779208093;2021;6;25;1;4
2189;728252;27553883;1;13;1;2;2017-04-19;DF;9701;1;0;2079;0;12;2;0;3;0;2;3;2;23.083333333333332;848.775;71;1.3333333333333333;65.55093912244668;2021;8;13;1;4
2190;728347;27613779;1;77;1;4;2017-04-27;DF;9701;1;0;1427;1;17;3;4;2;0;4;3;2;34.888888888888886;1611.5611111111111;53;1.5555555555555556;47.50610960526014;2021;8;1;1;4
2191;728637;27770686;1;56;1;8;2017-05-19;DF;9701;0;0;3587;2;22;5;4;2;0;6;6;1;42.0;1330.5208333333333;43;1.7916666666666667;36.662977416509406;2021;10;3;0;4
2192;729167;28098322;1;34;1;2;2017-07-04;DF;9701;0;0;3088;0;7;0;1;0;2;2;0;2;40.714285714285715;1374.6571428571428;110;1.7142857142857142;148.9780930949991;2021;3;17;1;4
2193;729311;28193875;1;76;1;8;2017-07-17;DF;9701;0;0;1688;1;20;5;4;2;1;0;6;3;30.38095238095238;1438.2761904761905;48;1.5714285714285714;37.922420808803864;2021;9;13;0;4
2194;729587;28367371;1;25;1;8;2017-08-08;DF;9701;0;0;1684;0;12;3;2;2;0;0;5;0;24.333333333333332;1114.6333333333334;80;1.3333333333333333;57.233608574099385;2021;7;27;1;4
2195;729653;28411565;1;80;1;8;2017-08-14;DF;9701;0;0;2362;1;13;1;2;3;1;0;6;1;44.285714285714285;1216.2;74;1.7142857142857142;91.09550226297883;2021;10;12;0;4
2196;729673;28419264;1;1;1;8;2017-08-02;DF;9701;0;0;2321;1;15;8;5;2;0;0;1;0;37.5625;1534.9875;59;0.625;74.61855592872921;2021;8;7;1;4
2197;729872;28427926;2;68;0;8;2017-08-29;DF;9701;0;0;2022;2;13;0;3;3;0;3;5;1;26.8;1251.2533333333333;58;1.4;68.35281371572894;2021;4;26;1;4
2198;729937;28580451;1;64;1;2;2017-08-30;DF;9701;0;0;2118;1;18;5;3;3;1;2;4;1;37.78947368421053;1184.9684210526316;49;1.4210526315789473;53.288754517484186;2021;9;30;0;4
2199;730018;28620530;1;51;1;2;2017-09-12;DF;9701;0;0;1662;0;13;2;3;1;1;2;4;0;30.384615384615383;1401.3615384615384;83;1.4615384615384615;83.41874789278488;2021;10;15;0;4
2200;730071;28655958;1;30;1;2;2017-09-15;DF;9701;1;0;3644;0;19;2;4;5;2;1;2;3;25.42105263157895;1292.1473684210525;52;1.3157894736842106;39.1273640472234;2021;10;13;0;4
2201;730155;10565310;12;60;0;2;2017-09-21;DF;9701;0;0;1855;1;12;1;1;3;0;0;8;0;35.84615384615385;1303.6615384615384;82;1.8461538461538463;73.77876087029082;2021;10;5;0;4
2202;730253;28778028;1;73;1;2;2017-09-15;DF;9701;1;0;3318;2;16;6;2;1;0;3;5;1;43.111111111111114;1220.5777777777778;56;1.3888888888888888;54.88755413220666;2021;9;6;0;4
2203;730391;28866837;1;37;1;2;2017-10-17;DF;9701;1;0;2354;1;18;3;3;8;1;1;3;0;45.31578947368421;1226.2631578947369;52;2.0;45.289773462084284;2021;8;30;1;4
2204;730433;28894023;1;6;1;8;2017-10-19;DF;9701;0;0;1838;0;17;1;1;4;1;4;4;2;28.41176470588235;1354.735294117647;53;1.7058823529411764;59.27741981564312;2021;8;16;1;4
2205;730506;28929121;1;31;1;2;2017-10-24;DF;9701;0;0;2080;2;20;4;3;3;0;2;8;2;34.22727272727273;1417.5045454545455;45;2.5;36.730556582334444;2021;9;20;0;4
2206;730544;28953409;1;41;1;2;2017-10-27;DF;9701;1;0;3093;3;15;2;2;5;0;6;3;0;38.22222222222222;1809.9888888888888;54;2.2222222222222223;39.83799372388921;2021;9;2;0;4
2207;730883;29178185;1;0;1;2;2017-11-30;DF;9701;1;0;2252;3;17;1;1;2;2;5;7;2;29.95;1416.81;50;2.05;41.9020094190219;2021;9;21;0;4
2208;730886;29180222;1;15;1;2;2017-11-28;DF;9701;1;0;2841;0;17;0;2;5;1;3;5;1;31.529411764705884;1054.8882352941177;53;1.5294117647058822;53.36021457977845;2021;5;22;1;4
2209;730962;29079669;1;0;1;8;2017-11-16;DF;9701;0;0;1767;1;8;5;1;0;0;1;1;1;35.0;780.7333333333333;93;1.1111111111111112;55.84968665981933;2021;9;16;0;4
2210;731053;29296181;1;27;1;4;2017-12-19;DF;9701;1;1;1863;1;14;1;1;3;0;6;2;2;35.06666666666667;1748.1733333333332;66;1.8666666666666667;59.813357664505354;2021;9;11;0;4
2211;731110;29326785;1;79;1;2;2017-12-27;DF;9701;1;0;3828;2;16;4;3;5;0;1;4;1;33.05555555555556;1254.6055555555556;57;2.111111111111111;51.29600644120952;2021;9;10;0;4
2212;731131;26133832;1;70;1;2;2016-09-09;DF;9701;1;0;1442;3;17;6;5;3;0;2;4;0;27.95;1325.01;45;2.05;39.14558380330965;2021;8;27;1;5
2213;731220;29389098;1;0;1;2;2018-01-09;DF;9701;1;0;3191;1;14;2;4;4;0;1;2;2;38.8;1154.4733333333331;66;1.6666666666666667;60.22559629409734;2021;9;19;0;3
2214;731223;22078320;4;40;0;2;2018-01-09;DF;9701;0;0;3732;0;13;2;4;3;1;2;1;0;39.84615384615385;1473.3461538461538;81;1.0769230769230769;57.781376757567834;2021;10;5;0;3
2215;731520;29581649;1;25;1;2;2018-01-31;DF;9701;0;0;3509;4;11;1;3;2;0;2;7;0;37.266666666666666;1042.6866666666667;55;2.066666666666667;51.09654726943047;2021;10;18;0;3
2216;731851;27513394;1;38;1;2;2017-04-11;DF;9701;1;0;2204;0;15;0;2;3;2;6;1;1;31.733333333333334;1212.1733333333332;53;0.9333333333333333;58.735484529006335;2021;6;25;1;4
2217;731864;28845255;1;74;1;2;2017-10-05;DF;9701;1;0;3366;1;24;5;1;5;3;4;5;2;32.6;1537.332;38;1.76;56.59577366926105;2021;8;18;1;4
2218;732220;21781732;4;89;0;8;2018-03-19;DF;9701;0;0;2177;3;17;2;4;2;1;2;7;2;40.05;1137.43;52;2.1;65.17978545632813;2021;10;10;0;3
2219;732241;29979214;1;33;1;2;2018-02-22;DF;9701;0;0;2745;3;18;1;3;8;2;2;5;0;43.333333333333336;1522.247619047619;49;1.380952380952381;63.573009209884034;2021;10;19;0;3
2220;732411;37064730;2;47;0;2;2018-03-29;DF;9701;0;0;2111;2;12;1;1;1;1;4;4;2;40.285714285714285;1083.8785714285714;55;1.5714285714285714;93.40717000468446;2021;2;22;1;3
2221;732986;27270949;1;68;1;2;2017-03-10;DF;9701;1;0;1562;0;18;2;2;3;1;6;3;1;32.5;1027.9666666666667;45;0.8888888888888888;57.56422620350511;2021;6;2;1;4
2222;733009;30413961;1;99;1;2;2018-05-09;DF;9701;1;0;2563;0;21;5;2;4;1;3;2;4;34.904761904761905;1479.047619047619;47;1.4761904761904763;52.59144417108166;2021;9;28;0;3
2223;733137;15914528;2;24;0;2;2018-05-17;DF;9701;0;0;2194;0;12;2;2;3;1;0;0;4;32.333333333333336;1351.55;84;1.5833333333333333;68.60209861137119;2021;8;29;0;3
2224;733520;30382439;2;78;0;8;2018-06-15;DF;9701;1;0;2408;0;14;3;5;2;1;1;2;0;32.92857142857143;841.7357142857143;73;1.5;67.85339225297942;2021;8;23;0;3
2225;733849;30900749;1;56;1;8;2018-07-11;DF;9701;0;0;2317;1;19;4;5;1;1;3;3;3;28.05;1472.67;51;1.2;60.44997473931134;2021;9;25;0;3
2226;734368;31204051;1;69;1;2;2018-08-14;DF;9701;1;1;4517;3;21;4;5;2;3;2;4;4;32.708333333333336;1678.3083333333334;38;2.0;39.71729016431281;2021;7;27;1;3
2227;734548;31281790;1;54;1;8;2018-08-20;DF;9701;0;0;2303;2;9;2;1;2;0;0;3;3;25.818181818181817;1209.6636363636362;86;2.090909090909091;98.14484194291617;2021;8;4;0;3
2228;735005;31561753;1;8;1;2;2018-09-20;DF;9701;0;0;3869;3;10;2;2;1;0;1;7;0;33.38461538461539;1062.0;78;1.4615384615384615;48.42233185444731;2021;9;2;0;3
2229;735096;31612150;1;80;1;2;2018-09-26;DF;9701;1;0;1931;1;10;0;1;1;1;0;7;1;36.54545454545455;2172.909090909091;88;1.7272727272727273;73.92401504247452;2021;7;10;1;3
2230;735387;31782442;1;60;1;2;2018-10-17;DF;9701;1;1;2827;1;16;4;3;2;3;3;2;0;33.35294117647059;1406.929411764706;56;1.5294117647058822;50.24809542410537;2021;8;16;1;3
2231;735676;31941160;1;69;1;4;2018-11-05;DF;9701;0;0;3325;0;18;9;5;2;0;0;2;0;30.22222222222222;1326.85;55;1.3333333333333333;62.8057366299705;2021;8;26;1;3
2232;735911;30413961;2;70;0;2;2018-11-22;DF;9701;1;0;2740;4;19;4;4;4;2;2;5;2;34.26086956521739;1306.2217391304348;45;1.826086956521739;53.49302881900972;2021;10;22;0;3
