cod_cliente;inscri_estad;cnpj_basico;cnpj_ordem;cnpj_dv;cidade;estado;bairro;cep;logradouro;num;cnae;cod_cidade;cod_praca;praca;num_regiao;regiao;lat;long;ramo_atv;nome
3587;7,81141E+11;27770686;1;56;BRASILIA;DF;ASA SUL;70232515;QUADRA CLS 202 BLOCO A;4;;5300108;1;ASA SUL;;;;;10;LEOVANNA GOURMET & PIZZA EIRELI - ME
3081;7,85074E+11;29923766;1;20;BRASILIA;DF;ASA NORTE ;70753540;CLN 110;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;KONRAD PAES E GASTRONOMIA LTDA
1724;7,79107E+11;26650107;1;79;BRASILIA;DF;ASA SUL;70258510;CLS 409 BLOCO A;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.822.393;-4.790.148;;BOTTLESHOP COMERCIO E DIST. DE BEBIDAS LTDA EPP
1177;;25093854;1;90;BRASÍLIA;DF;SETOR HBTCNL JARDIM BOTANICO;71680349;COND SOLAR DE BRASILIA;2;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;GASTROTECA BISTRO EIRELI
334;;10545080;1;14;BRASÍLIA;DF;SUDOESTE;70000000;CLSW 104 BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;GIULLINAS PAES ESPECIAIS E CONFEITARIA LTDA
1211;7,50971E+11;10329401;1;43;BRASÍLIA;DF;ASA NORTE;70765520;SHC/NORTE CL QUADRA 312 BLOCO B LOJA 29 TERREO;312;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.750.274;-4.789.278;;ARMAZEM DO SILVEIRA LTDA EPP
3080;7,84278E+11;29590694;1;46;BRASILIA;DF;ASA SUL;70376520;SCLS 113 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;21;BIO MUNDO PROD. NATURAIS SCS EIRELI
2339;7,75402E+11;24065947;1;49;BRASILIA;DF;ASA SUL;70070010;SAUS QUADRA 01 BLOCO N LOJA 01 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;BISTRO TERRA GRILL RESTAURANTE LTDA ME
3621;7,48073E+11;8362377;1;0;BRASILIA;DF;ASA SUL;70254520;SHCS QD 208 BLOCO B LOJA ;10;;5300108;1;ASA SUL;;;;;28;TRIVIAL CONGELADOS LTDA ME
3416;7,90611E+11;33077244;1;21;BRASILIA;DF;NOROESTE;70686655;QUADRA CLNW 10/11 BLOCO K LOJA;6;;5300108;1;ASA SUL;;;;;23;RODRIGO CAMPANELLA CARVALHO
313;7,35775E+11;1033670;1;77;BRASILIA;DF;GUARA ZONA INDUSTRIAL;71219900;SMAS 6580;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.833.665;-479.542;;SUGESTAO RESTAURANTE LTDA
1434;7,8117E+11;27787556;1;26;BRASILIA;DF;NOROESTE;70686650;CLNW 10/11 LOTE J ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.743.366;-47.911.577;;BARBEARIA PREMIUM EIRELLI
2346;7,86847E+11;30986115;1;68;BRASILIA;DF;TAGUATINGA;72110130;QNA 09 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;CANNABEER HEADSHOP E DISTRIBUIDORA DE BEBIDAS LTDA
270;7,53701E+11;11730139;1;7;BRASÍLIA;DF;ASA SUL;70390130;SGAS 913;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;CANTINA OLIMPO LTDA ME
2534;7,38333E+11;27197888;179;83;BRASILIA;DF;LAGO SUL;71608900;AEROPORTO INTERN. DE BSB PRESIDENTE JUSCELINO KUBITSCHECK;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;DUFRY DO BRASIL DUTY FREE SHOP LTDA
208;7,49686E+11;9254164;1;10;BRASILIA;DF;ASA SUL;70331530;CRS 503 BLOCO C ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.803.913;-47.896.025;1;BENTO COMERCIAL DE ALIMENTOS SA - BIG BOX 503 SUL
3384;7,92542E+11;34127103;1;39;BRASILIA;DF;ASA SUL;70200002;SCES TRECHO 02 CONJUNTO;44;;5300108;1;ASA SUL;;;;;17;ESCRITORIO BEER & SERVICOS DE BUFFET PARA EVENTOS EIRELI
1384;7,40511E+11;3261204;3;36;BRASÍLIA;DF;SIA;71200040;SIA TR 02 LT 1630 A 1700 PARTE A E 1720 E SIA TREC;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;CONDOR ATACADISTA DE MATERIAIS PARA CONSTRUCAO S/A
1491;7,7646E+11;24618111;1;24;BRASÍLIA;DF;SUDOESTE;70675700;QUADRA SHCSW QRSW 07 LOTE Nº 03 LOJA 10 EDIFICIO V;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;J & L COMERCIAL DE BEBIDAS LTDA
1255;7,80043E+11;27132461;1;74;BRASÍLIA;DF;GUARA I;71010017;QI 10 BLOCO A BANCA NºSN;10;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;BRENO CAVALCANTE TORRES 05940660185
2453;7,55851E+11;12715341;1;22;BRASILIA;DF;GUARA II;71025100;QE 23 AREA ESPECIAL S/N BOX 565;BOX565;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;6;ADEILSON DOS REIS MACEDO LOBO ME
2414;7,59774E+11;5968600;1;61;BRASILIA;DF;ASA NORTE;70712904;ST COMERCIAL NORTE QUADRA;2;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CINECULTURA - PROJECOES CINEMATOGRAFICAS EIRELI 
4126;7,95657E+11;35840208;1;1;BRASILIA;DF;SÃO SEBASTI;71691083;AVENIDA SÃO SEBASTIÃO LOTE 30;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;COMERCIAL DE ALIMENTOS FARTURA SB LTDA
3667;7,76033E+11;24392494;1;65;BRASILIA;DF;ASA SUL;70276540;QUADRA CLS 410 BLOCO D;101;;5300108;1;ASA SUL;;;;;3;P & L COMÉRCIO VAREJISTA DE ALIMENTOS LTDA
750;7,30117E+11;37068830;1;60;BRASILIA;DF;ASA SUL;70770501;SEPS 515 BLOCO A ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.829.042;-47.923.276;;DUNGAS RECANTO LOJA DE CONVENIENCIA LTDA
2518;7,86446E+11;30754481;1;91;BRASILIA;DF;ASA NORTE;70712904;SCN QUADRA 02 QUADRA 0 BLOCO D 1 PAVIMENTO;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ONICOMEX IMPORTACAO E EXPRTACAO EIRELI
2083;7,85073E+11;29833541;1;82;BRASILIA;DF;AGUAS CLARAS;71918180;RUA 30 NORTE;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.836.706;-48.032.907;;POEMA BRASILIA CONFEITARIA LTDA
1806;7,80283E+11;27316107;1;8;BRASÍLIA;DF;SAMAMBAIA SUL;72300601;QUADRA 102 CONJUNTO 1 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.876.437;-48.087.497;;HORTIFRUTI TROPICAL COMERCIO DE ALIMENTOS LTDA
1736;7,4881E+11;8860311;1;32;BRASÍLIA;DF;ZONA INDUSTRIAL ;70632210;QUADRA SAAN QUADRA 2;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.766.119;-47.937.085;;NUTRIFRESH COMERCIO DE ALIMENTOS LTDA ME
814;7,51289E+11;10465016;1;23;BRASILIA;DF;LAGO SUL;71635550;SHIS QI 15 BLOCO A ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-1.585.125;-47.876.923;8;SEIVA NATIVA COMÉRCIO E GESTÃO AMBIENTAL LTDA EPP
2071;7,36331E+11;1126672;1;0;BRASILIA;DF;ASA NORTE;70745050;SQN 306 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.768.983;-47.887.954;;AMA BAR E RESTAURANTE LTDA
2096;7,80168E+11;27252804;1;34;BRASILIA;DF;GUARA;71218900;SCEE SUL LOTE B;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.830.439;-4.795.539;;BIOMUNDO PRODUTOS NATURAIS CARREFOUR SUL EIRELI
2360;7,85931E+11;30382439;1;97;BRASILIA;DF;LAGO SUL;71608900;AER 2 PAVIMENTO;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;FRUTTO COMERICO DE ALIMENTOS LTDA
1070;7,68141E+11;20212325;1;45;BRASÍLIA;DF;ASA NORTE;70875510;CLN 216 BLOCO A;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;MONTMARTRE BRASSERIE LTDA ME
3838;7,31735E+11;33469172;12;10;BRASILIA;DF;ASA SUL;70300500;SCL/S QD 116 BLOCO D LOJA 41;41;;5300108;1;ASA SUL;;;;;33;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC
2092;7,46288E+11;7169605;1;50;BRASILIA;DF;ASA SUL;70232535;CLS 202 BLOCO C;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.804.881;-47.885.068;;RESTAURANTE NATURAL GREENS LTDA EPP
1980;7,82856E+11;28752532;1;2;BRASÍLIA;DF;JARDIM BOTANICO;71680362;QUADRA 01 ETAPA 01 RUA 01 LOTE 129;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;15.868.703;47.821.387;;TTM COMERCIO DE ALIMENTOS EIRELI ME
4555;7,99847E+11;38179433;1;29;BRASILIA;DF;VILA SAO JOSE (SAO SEBASTIAO);71693043;QUADRA 16 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;2;MARIA CAROLINA DOS REIS SILVA 06978796158
992;7,49513E+11;9178984;1;70;BRASÍLIA;DF;ASA NORTE;70853540;SHC/NORTE, COMERCIO LOCAL, QUADRA 208, BLOCO D, LO;208;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;SEPAN COMERCIO DE ALIMENTOS LTDA EPP
2602;7,88201E+11;31748910;1;80;BRASILIA;DF;AGUAS CLARAS;71930250;RUA 33 SUL;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;D'TRIGO PANIFICADORA SABOR E TRADIÇAO LTDA ME
2396;7,70557E+11;21600194;1;36;BRASILIA;DF;ASA NORTE;70760530;SCLR/N QUADRA 713 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CATEDRAL SB LANCHES E REFEICOES LTDA EPP
4397;7,42835E+11;4768497;2;24;BRASILIA;DF;SETOR CENTRAL(GAMA);72405600;ST SH;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;COMERCIAL JP LTDA
4167;7,99525E+11;37996184;1;0;BRASILIA;DF;SOBRADINHO ;73026525;QUADRA 6 ;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;1;COMERCIAL DE ALIM. MEU HORTIFRUTI LTDA 
3533;7,57941E+11;97548442;1;9;BRASILIA;DF;ASA SUL;70234510;QUADRA CLS 204 BLOCO A;2;;5300108;1;ASA SUL;;;;;5;PROSUCESSO BAR E REST LTDA
2138;7,77724E+11;25276829;1;42;BRASILIA;DF;LUCIO COSTA;71100090;EPTG EQ 2/3 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.810.595;-47.988.527;;S R ALIMENTOS LTDA
3742;7,30479E+11;47508411;1164;56;BRASILIA;DF;ZONA INDUSTRIAL (GUARÁ);71215300;SETOR SMAS;1;;5300108;1;ASA SUL;;;;;32;CIA BRASILEIRA DE DISTRIBUICAO
2226;7,8609E+11;30558406;1;55;BRASILIA;DF;SAMAMBAIA SUL;72308614;QUADRA QR 316 CONJUNTO 12;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;JOSE GONCALVES DE FARIA 88181200187
3212;7,85547E+11;30267412;1;53;BRASILIA;DF;SOBRADINHO;73105903;COND SOLAR DE ATHENAS AC 09;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;6;REGES FARIAS DE ASSIS 
2415;7,60362E+11;15300069;1;8;BRASILIA;DF;ASA NORTE;70857520;SHCN 409 BLOCO B;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;RRF CHOPERIA LTDA 
2253;5286492;14530865;1;74;BRASILIA;DF;BOTAFOGO;70000000;RUA PASSAGEM N.93;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;ASSOCIACAO KONI
4538;7,77549E+11;25195894;1;43;BRASILIA;DF;SETOR TRADICIONAL (SAO SEBASTIAO);71691153;AVENIDA COMERCIAL LOTE 991;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;M E ANDRADE DISTRIBUIDORA DE BEBIDAS EIRELI
304;7,32357E+11;33503863;1;30;BRASILIA;DF;PARANOA;71573017;QUADRA 29 CONJUNTO 21 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.764.231;-47.780.502;;JOSE DOS REIS DE OLIVEIRA COMERCIO DE ALIMENTOS
2497;7,89862E+11;32677321;1;11;BRASILIA;DF;CEILANDIA SUL;72220021;QNN 2 CONJUNTO A LOTE QUADRA 02 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;VENTURA COMER. DE ALIM. II EIRELLI
2095;7,77663E+11;25266790;1;82;BRASILIA;DF;SIA;71205970;SIA TRECHO 12;S/A;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.793.831;-47.946.786;;BIOMUNDO EXTRA SIA EIRELI
2855;7,94285E+11;35085329;1;87;BRASILIA;DF;GUARA 2;71070152;QUADRA QE 40;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;14;MANDELA BURGER & BEER LANCH. LTDA
4565;7,57911E+11;13928377;1;57;BRASILIA;DF;CENTRO SÃO SEBASTIÃO DF;71691044;QUADRA 201;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;V6 DISTRIBUIDORA E MERCEARIA
2299;7,58691E+11;14323969;1;8;BRASILIA;DF;AREA DES. ECONOMICO AGUAS CLARAS;71990540;A APE CONJ 25;4;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;9;CANAL DISTRIBUIÇÃO DE ALIMENTOS LTDA
1279;7,69958E+11;5144033;1;29;BRASÍLIA;DF;SETOR MILITAR URBANO;70630901;AVENIDA DO EXÉRCITO BLOCO A ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.774.272;-47.915.988;;FRP ALIMENTOS EIRELI
4387;8,01537E+11;39745824;1;26;BRASILIA;DF;SETOR HABITACIONAL JARDIM BOTANICO;71680362;AVENIDA DO SOL;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;EMPORIUM NATUFORT PRODUTOS NATURAIS E SUPLEMENTOS EIRELI
1823;7,78176E+11;26093442;1;13;BRASÍLIA;DF;SETOR DE INDUSTRIA ;71200100;SIA TRECHO 10;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-1.579.484;-47.948.283;;ARMAZEM COMERCIO DE PESCADOS LTDA ME 
1552;7,79306E+11;26714207;1;11;BRASÍLIA;DF;ASA SUL;70372000;SQS 109 BANCA NºS/N;0;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;IZAIAS BARBOSA DA SILVA
2619;7,82419E+11;28473391;1;80;BRASILIA;DF;NOROESTE;70688170;CRNW 510;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;2;FAMILIA DE NAZARE INDUSTRIA DE PANIFICACAO E ALIMENTOS SOCIEDADE EMPRESÁRIA LIM
2187;7,39403E+11;3024186;1;7;BRASILIA;DF;SUDOESTE;70670521;CLSW 103 BLOCO B;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-1.580.156;-47.925.741;;GURGEL PRODUTOS E SERVIÇOS
4305;7,94648E+11;35298623;1;77;BRASILIA;DF;SOBRADINHO (GRANDE COLORADO);73105900;CONDOMINIO JARDIM EUROPA 01;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;21;HEITOR PRODUTOS NATURAIS EIRELI
2634;7,42277E+11;9967852;61;68;BRASILIA;DF;ASA NORTE;70705913;SHN QUADRA 5;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;HOTELARIA ACCOR BRASIL S/A
691;7,52767E+11;11169063;4;35;BRASÍLIA;DF;GUARA II ;71060250;QI 25;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.836.213;-47.978.912;;PAO DOURADO IND E COMERCIO DE PROD DE PANIFICACAO LTDA
1903;7,76034E+11;24397205;1;10;BRASILIA;DF;GAMA LESTE;72460970;PRAÇA 1 LOTE ÚNICO;S/N;;5300108;8;GAMA;1;BRASILIA - DF;-16.017.676;-48.057.934;;BULLS HAMBURGUERIA COMERCIO DE ALIMENTOS LTDA
1008;7,80473E+11;24941475;1;40;BRASÍLIA;DF;LAGO SUL;71608900;AEROPORTO INTERNACIONAL DE BRASÍLIA JUSCELINO KUBITSCHEK;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-1.586.999;-47.923.519;;JMTRIBEIRO COMERCIO DE ALIMENTOS EIRELI  ME
1277;7,55977E+11;12911644;1;10;BRASÍLIA;DF;AGUAS CLARAS;71929540;AVENIDA JEQUITIBA;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.838.545;-48.039.739;;PANIFICADORA BAHAMAS
4057;7,65595E+11;18799840;1;21;BRASILIA;DF;SAMAMBAIA NORTE;72318544;QN 404 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;7;FHRT COMERCIO DE ALIMENTOS LTDA ME
2402;7,88278E+11;31738793;1;74;BRASILIA;DF;ASA NORTE;70844510;CLN 206 BLOCO A;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;TREZE COMERCIO DE COMIDAS E BEBIDAS LTDA
1913;7,48411E+11;8616988;9;87;BRASÍLIA;DF;VIENTE PIRES;72006247;RUA 4A ÁREA ESPECIAL 1;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;-1.581.643;-48.016.152;;COMERCIAL DE ALIMENTOS SUPERBOM LTDA
716;7,41641E+11;4112316;2;7;BRASILIA;DF;ASA NORTE;70790149;SGAN 914 MÓDULO I;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.747.384;-47.901.411;;ANA C DE OLIVEIRA ALIMENTOS ME
2690;7,32674E+11;38030169;9;14;BRASILIA;DF;LAGO SUL;71680120;QI 62 68 74 E 85;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;OBA LAGO SUL - OBA HORTIFRUTI - COM E IMPO DE FRUTAS LTDA.
1586;7,56702E+11;13281060;1;71;BRASILIA;DF;ASA SUL;70340902;SRTVS BLOCO E LOTES 2/4;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.798.294;-47.892.714;;ALPENDRE COMERCIO DE ALIMENTOS LTDA EPP
3863;7,79937E+11;27115736;1;61;BRASILIA;DF;SÃO FRANCISCO - SÃO SEBASTIÃO;71693302;QUADRA 2 14 CONJUNTO B LOJA 01 PARTE A;LJ 01;;5300108;1;ASA SUL;;;;;12;MARLON NERI COMERCIO VAREJISTA DE ALIMENTOS E BEBIDAS EIRELI
3703;7,78677E+11;26368650;1;88;BRASILIA;DF;ASA SUL;70200002;TRECHO SCES TRECHO 2;35;;5300108;1;ASA SUL;;;;;10;SB CHURRASCARIA LTDA
654;7,93232E+11;4972092;61;63;BRASILIA;DF;ASA NORTE;70745540;CLN 306 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.768.744;-47.887.525;1;GRUPO FARTURA DE HORTIFRUT S.A. - 306 NORTE
2646;7,76676E+11;24729903;1;76;BRASILIA;DF;AGUAS CLARAS;71930250;RUA 33 SUL;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;ADRIANA CARVALHO DA SILVA GENTIL
3394;7,9468E+11;35338205;1;66;BRASILIA;DF;ASA NORTE;70715900;SCN QUADRA 5 BLOCO A;1311;;5300108;1;ASA SUL;;;;;28;KIOSKIDS ESPACO E RECREACAO INFANTIL LTDA
1862;7,77183E+11;24996038;1;24;BRASÍLIA;DF;AGUAS CLARAS NORTE;71908180;RUA 7;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.834.445;-4.801.364;;ESTACAO DO BARAO COMERCIO DE ALIMENTOS LTDA ME
288;7,6994E+11;21239379;1;67;BRASÍLIA;DF;TAGUATINGA NORTE;72130015;CNG 01;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;COMERCIAL CHOCOMEL BOMBONIERES LTDA EPP
2202;7,86904E+11;30949420;1;80;BRASILIA;DF;GUARA I;71020012;QI 3 BLOCO A;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;RAFAELA SIMPLICIO RICCI PETRILLO 04461149102
1894;7,73355E+11;23053182;3;26;BRASILIA;DF;ASA NORTE;70750525;SEPN 510 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-1.575.742;-47.892.499;;HUM BURGUER COMERCIAL DE ALIMENTOS LTDA EPP - ASA NORTE
1086;7,52324E+11;9109567;19;2;BRASILIA;DF;ASA NORTE;70800210;SHTN TRECHO 1;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.788.924;-47.831.835;;LA HOTELS EMPREENDIMENTOS 1 LTDA
4072;7,52954E+11;11263190;1;56;BRASILIA;DF;AGUAS CLARAS;71936300;AV DAS ARAUCARIAS ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;7;AZ COMERCIO DE ALIMENTOS LTDA
1891;7,30712E+11;95596;1;50;BRASÍLIA;DF;ASA SUL;70342500;SCLS QUADRA 103;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.806.789;-47.893.331;;MERCEARIA MADRID LTDA
4400;7,97402E+11;36839909;1;85;BRASILIA;DF;SOBRADINHO;73010522;QUADRA CENTRAL;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;20;ALENCAR SOUSA COMERCIO DE CARNES E BEBIDAS LTDA
3914;ISENTO;10573521;1;91;SAO PAULO;SP;BONFIM ;6233903;AV DAS NACOES UNIDAS 3000 ;3003;;3550308;1;ASA SUL;;;;;1;MERCADOPAGO.COM REPRESENTACOES LTDA. 
4304;7,98245E+11;37293256;4;97;BRASILIA;DF;LAGO NORTE;71503504;QUADRA CA 04 ;182;;5300108;4;LAGO NORTE;1;BRASILIA - DF;;;7;BURGUERIA E RESTAURANTE POR DO SOL LTDA
3520;7,52612E+11;11082059;1;92;BRASILIA;DF;SETOR SUDOESTE;70670501;QUADRA CLSW 101 BLOCO A;2;;5300108;1;ASA SUL;;;;;5;JCO BAR E RESTAURANTE LTDA ME
3124;7,63601E+11;17654639;1;93;BRASILIA;DF;LAGO NORTE ;71503505;SETOR SHIN CA 5 ;S/N;;5300108;4;LAGO NORTE;;;;;;D. N. DA ROCHA MINIMERCADO E CONVENIENCIA LTDA
1871;7,66082E+11;18926433;1;38;BRASILIA;DF;ASA SUL;70390055;SEPS 705/905;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.805.078;-47.902.076;;MARIA DO CARMO LIMA
4118;7,34708E+11;38030151;1;65;BRASILIA;DF;GUARA II;71070067;QE 44;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;1;COMERCIAL DE FRUTAS E VERD. CANTEIROS LTDA EPP
4264;7,79604E+11;26925472;1;49;BRASILIA;DF;ASA NORTE;70847400;Q EQN 406/407 SN BLOCO A ;40;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;14;PUMP COMERCIO DE ALIMENTOS LTDA
3405;7,95643E+11;35832026;1;80;BRASILIA;DF;JARDIM BOTANICO;71686204;AVENIDA DO SOL QUADRA 01 RUA;2;;5300108;1;ASA SUL;;;;;32;COMERCIAL DE ALIMENTOS FARTURA JB LTDA
3579;7,78284E+11;26156981;1;54;BRASILIA;DF;SETOR HABITACIONAL VICENTE PIRES;72006060;RUA RUA 5 CHÁCARA 122;25;;5300108;1;ASA SUL;;;;;17;DL2 EVENTOS LTDA ME
3683;7,71974E+11;22337878;1;50;BRASILIA;DF;NORTE (ÁGUAS CLARAS);71908180;RUA RUA 7 NORTE;LJ08;;5300108;1;ASA SUL;;;;;6;ZERICARDO PUB CERVEJARIA EIRELI ME
1112;7,63964E+11;17901169;1;15;BRASILIA;DF;CRUZEIRO VELHO;70640543;SRE/S CENTRO COMERCIAL CRUZEIRO BLOCO D;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.819.325;-47.899.774;;AMÉRICO & ANDRADE COMÉRCIO DE BEBIDAS ESPECIAIS LTDA ME
2976;7,38663E+11;2035155;2;70;BRASILIA;DF;ASA SUL;70338530;SHCS CL QUADRA 302-B ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;19;APIARIOS VEREDA ROSA LTDA
2265;7,86079E+11;30570638;1;29;BRASILIA;DF;ASA NORTE;70744540;CLN 108 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;RP MERLONE
3682;7,71084E+11;21917092;1;49;BRASILIA;DF;REGIÃO DOS LAGOS (SOBRADINHO);73255901;RODOVIA DF-250 KM 2-5;2;;5300108;1;ASA SUL;;;;;6;BODEGON BEBIDAS E CONVENIENCIAS LTDA
363;7,46322E+11;7185264;1;6;BRASÍLIA;DF;ASA NORTE;70800120;SCEN TRECHO 2 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.767.311;-47.856.902;;CREPES CORES E SABORES LANCHONETE LTDA ME
3048;7,42746E+11;4724765;1;25;BRASILIA;DF;CRUZEIRO NOVO ;70655673;SHCES QUADRA 607 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;2;PANIFICADORA E CONF. MAM LTDA ME
4550;7,60484E+11;15344793;1;33;BRASILIA;DF;CENTRO (SAO SEBASTIAO;71691072;CMA 01 BOX 101 Nº01;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;7;ISABEL DE SA COUTINHO VERAS 27606090149
